type,user,text,files,timestamp,date,time,year
message,U042S6Y2G,"['right,']",,2019-01-09 14:24:57.096500,2019-01-09,14:24:57.096500,2019
message,U042S6Y2G,"['looks', '~CODESNIPPET', 'accepts', 'dict', 'called', '~CODESNIPPET']",,2019-01-09 14:25:14.096900,2019-01-09,14:25:14.096900,2019
message,U042S6Y2G,"['think', '~CODESNIPPET']",,2019-01-09 14:26:15.097700,2019-01-09,14:26:15.097700,2019
message,U042S6Y2G,"['whatever', 'matplotlib', 'kwarg', '~CODESNIPPET']",,2019-01-09 14:26:33.098200,2019-01-09,14:26:33.098200,2019
message,U043BNA00,"['thanks', '~USER!', 'helps']",,2019-01-09 14:27:06.098600,2019-01-09,14:27:06.098600,2019
message,U042S6Y2G,['prob!'],,2019-01-09 14:27:27.098800,2019-01-09,14:27:27.098800,2019
message,U042FH0RB,"['yes,', 'that’s', 'exactly']",,2019-01-09 14:28:40.099000,2019-01-09,14:28:40.099000,2019
message,U042FH0RB,"['doc', 'page', 'explaining', 'point', 'comes']",,2019-01-09 14:28:50.099300,2019-01-09,14:28:50.099300,2019
message,U042FH0RB,"['it’s', 'matplotlib', 'thing', ':confused:']",,2019-01-09 14:29:09.099700,2019-01-09,14:29:09.099700,2019
message,U042J5BN6,"['overwrite', 'alias', 'field,', 'simply', 'remove', '~CODESNIPPET', '~CODESNIPPET', 'itself', 'before', 'adding', 'new', 'one?', 'other', 'little', 'corners', 'it’s', 'stored?', '~CODESNIPPET`', 'field_info.field_aliases.pop((ftype,', 'field))', 'field_info.pop((ftype,', 'field))', '~CODESNIPPET`']",,2019-01-09 14:57:52.101900,2019-01-09,14:57:52.101900,2019
message,U042FH0RB,"['force_override', 'work?']",,2019-01-09 14:59:38.102200,2019-01-09,14:59:38.102200,2019
message,U042J5BN6,"['~CODESNIPPET', 'doesn’t', 'seem', 'force_override.']",,2019-01-09 15:00:00.102700,2019-01-09,15:00:00.102700,2019
message,U042J5BN6,['~HYPERLINK'],,2019-01-09 15:00:01.102900,2019-01-09,15:00:01.102900,2019
message,U042FH0RB,"['sorry,', 'little', 'more', 'context', 'you’re']",,2019-01-09 15:00:18.103700,2019-01-09,15:00:18.103700,2019
message,U042FH0RB,"['you’re', 'frontend?']",,2019-01-09 15:00:22.104000,2019-01-09,15:00:22.104000,2019
message,U042FH0RB,"['force_override', 'argument', 'add_field']",,2019-01-09 15:01:06.105300,2019-01-09,15:01:06.105300,2019
message,U042J5BN6,"['trident,', 'add', 'new', 'field', 'different', 'ion', 'species.', 'sometimes', 'add', 'neutral', 'ion', 'species,', 'case', 'alias', '~CODESNIPPET', '~CODESNIPPET.']",,2019-01-09 15:01:16.105900,2019-01-09,15:01:16.105900,2019
message,U042FH0RB,"['sounds', 'you’re', 'writing', 'derived', 'field']",,2019-01-09 15:01:18.106100,2019-01-09,15:01:18.106100,2019
message,U042J5BN6,"['fine', 'good', 'most', 'time']",,2019-01-09 15:01:27.106300,2019-01-09,15:01:27.106300,2019
message,U042J5BN6,"['allow', 'user', '~CODESNIPPET', 'native', 'fields', 'sometimes,', 'e.g.,', 'number', 'density.']",,2019-01-09 15:01:48.106900,2019-01-09,15:01:48.106900,2019
message,U042FH0RB,"['guess', 'alias', 'already', 'exists', 'calling', 'alias', 'again', 'replace', 'it?']",,2019-01-09 15:01:51.107100,2019-01-09,15:01:51.107100,2019
message,U042J5BN6,"['doesn’t', 'seem']",,2019-01-09 15:01:58.107600,2019-01-09,15:01:58.107600,2019
message,U042FH0RB,"['you’re', 'probably', 'first', 'person', 'who', 'tried']",,2019-01-09 15:02:09.108000,2019-01-09,15:02:09.108000,2019
message,U042J5BN6,"['realize', 'niche', 'corner', 'case']",,2019-01-09 15:02:16.108200,2019-01-09,15:02:16.108200,2019
message,U042J5BN6,[':slightly_smiling_face:'],,2019-01-09 15:02:18.108400,2019-01-09,15:02:18.108400,2019
message,U042FH0RB,"['feel', 'free', 'send', 'pr', 'patch', 'alias']",,2019-01-09 15:02:25.108600,2019-01-09,15:02:25.108600,2019
message,U042J5BN6,"['well,', 'that’s', 'it.', 'patch', 'alias,', 'doesn’t', 'seem', 'fix', 'problem.', 'guess', 'i’m', 'patching', 'wrong.']",,2019-01-09 15:02:43.109400,2019-01-09,15:02:43.109400,2019
message,U042J5BN6,"['working,', 'i’d', 'pr', 'it.']",,2019-01-09 15:02:59.109800,2019-01-09,15:02:59.109800,2019
message,U042FH0RB,['see'],,2019-01-09 15:03:03.110000,2019-01-09,15:03:03.110000,2019
message,U042FH0RB,"['don’t', 'know', 'offhand', 'where', 'else', 'look']",,2019-01-09 15:03:08.110200,2019-01-09,15:03:08.110200,2019
message,U042FH0RB,"['i’d', 'look', 'field', 'aliases', 'implemented', 'poke', 'around', 'debugger']",,2019-01-09 15:03:21.110600,2019-01-09,15:03:21.110600,2019
message,U042J5BN6,"['well,', '~CODESNIPPET', 'object,', 'other', 'locations', 'where', 'field', 'alias', 'field', 'gets', 'stored?']",,2019-01-09 15:03:38.111300,2019-01-09,15:03:38.111300,2019
message,U042J5BN6,"['besides', '~CODESNIPPET?']",,2019-01-09 15:03:55.111800,2019-01-09,15:03:55.111800,2019
message,U042FH0RB,"['mean', '~CODESNIPPET?']",,2019-01-09 15:03:58.112100,2019-01-09,15:03:58.112100,2019
message,U042J5BN6,['yeah.'],,2019-01-09 15:04:04.112400,2019-01-09,15:04:04.112400,2019
message,U042FH0RB,"['looks', 'code']",,2019-01-09 15:04:14.112500,2019-01-09,15:04:14.112500,2019
message,U042J5BN6,"['only', 'saw', 'being', 'stored', '~CODESNIPPET', '~CODESNIPPET.']",,2019-01-09 15:04:47.113100,2019-01-09,15:04:47.113100,2019
message,U042FH0RB,"['yes,', 'think', 'that’s']",,2019-01-09 15:05:00.113500,2019-01-09,15:05:00.113500,2019
message,U042J5BN6,"['figured', 'popped', 'those,', 'i’d', 'golden.']",,2019-01-09 15:05:06.113700,2019-01-09,15:05:06.113700,2019
message,U042J5BN6,"['making', 'wasn’t', 'missing', 'something.']",,2019-01-09 15:05:25.114400,2019-01-09,15:05:25.114400,2019
message,U042FH0RB,"['push', 'somewhere?']",,2019-01-09 15:05:25.114500,2019-01-09,15:05:25.114500,2019
message,U042J5BN6,['sure.'],,2019-01-09 15:05:30.114700,2019-01-09,15:05:30.114700,2019
message,U042FH0RB,"['actually,', 'can’t', 'look', 'immediately']",,2019-01-09 15:05:37.115000,2019-01-09,15:05:37.115000,2019
message,U042FH0RB,"['won’t', 'actually', 'help']",,2019-01-09 15:05:42.115300,2019-01-09,15:05:42.115300,2019
message,U042J5BN6,"['that’s', 'ok.']",,2019-01-09 15:05:42.115400,2019-01-09,15:05:42.115400,2019
message,U042J5BN6,"['conversation', 'been', 'helpful', 'i’m', 'missing', 'something', 'obvious']",,2019-01-09 15:05:56.116100,2019-01-09,15:05:56.116100,2019
message,U042J5BN6,"['i’ll', 'keep', 'poking', 'know', 'figure', 'out.']",,2019-01-09 15:06:07.116500,2019-01-09,15:06:07.116500,2019
message,U042J5BN6,"['pr', 'do.']",,2019-01-09 15:06:12.116700,2019-01-09,15:06:12.116700,2019
message,U042FH0RB,"['other', 'call', '~CODESNIPPET', 'add_field?']",,2019-01-09 15:07:18.117000,2019-01-09,15:07:18.117000,2019
message,U042FH0RB,"['line', '266', 'field_info_container.py']",,2019-01-09 15:07:34.117400,2019-01-09,15:07:34.117400,2019
message,U042FH0RB,"['~CODESNIPPET`', '(ftype,', 'name)', 'self:', 'tuple_name', '=', '(ftype,', 'name)', 'self[tuple_name]', '=', 'derivedfield(tuple_name,', 'sampling_type,', 'function,', '**kwargs)', 'self.alias(name,', 'tuple_name)', 'else:', 'self[name]', '=', 'derivedfield(name,', 'sampling_type,', 'function,', '**kwargs)', '~CODESNIPPET`']",,2019-01-09 15:07:47.117600,2019-01-09,15:07:47.117600,2019
message,U042J5BN6,['oh!'],,2019-01-09 15:07:51.117800,2019-01-09,15:07:51.117800,2019
message,U042J5BN6,"['that’s', 'possible.']",,2019-01-09 15:07:53.118000,2019-01-09,15:07:53.118000,2019
message,U042J5BN6,"['good', 'call.']",,2019-01-09 15:07:59.118200,2019-01-09,15:07:59.118200,2019
message,U042J5BN6,"['thanks,', 'i’ll', 'try', 'that.']",,2019-01-09 15:08:02.118400,2019-01-09,15:08:02.118400,2019
message,U042FH0RB,"['grumbles', 'getting', 'rid', 'string', 'field', 'names']",,2019-01-09 15:08:18.118500,2019-01-09,15:08:18.118500,2019
message,U042J5BN6,['yeah…'],,2019-01-09 15:08:33.118700,2019-01-09,15:08:33.118700,2019
message,U042J5BN6,"['wish', 'we’d', 'rid', '~CODESNIPPET', '~CODESNIPPET']",,2019-01-09 15:08:48.119100,2019-01-09,15:08:48.119100,2019
message,U042J5BN6,"['make', 'life', 'much', 'easier']",,2019-01-09 15:08:52.119300,2019-01-09,15:08:52.119300,2019
message,U042J5BN6,"['less', 'confusing', 'uninitiated']",,2019-01-09 15:09:03.119600,2019-01-09,15:09:03.119600,2019
message,U042FH0RB,"['probably', 'worth', 'discussion']",,2019-01-09 15:09:23.119900,2019-01-09,15:09:23.119900,2019
message,U042FH0RB,"['least', 'deprecate', 'h_number_density']",,2019-01-09 15:09:34.120200,2019-01-09,15:09:34.120200,2019
message,U042FH0RB,"['people', 'agree']",,2019-01-09 15:09:41.120500,2019-01-09,15:09:41.120500,2019
message,U042J5BN6,['great.'],,2019-01-09 15:09:50.120800,2019-01-09,15:09:50.120800,2019
message,U042S6Y2G,"['think', 'issue', 'following']",,2019-01-09 16:37:51.121100,2019-01-09,16:37:51.121100,2019
message,U042S6Y2G,"['call', '~CODESNIPPET,', 'doesn’t', 'automatically', 'add', '~CODESNIPPET']",,2019-01-09 16:38:48.121800,2019-01-09,16:38:48.121800,2019
message,U042S6Y2G,"['saw', 'long', 'time', 'ago', 'can’t', 'remember', 'why']",,2019-01-09 16:39:08.122200,2019-01-09,16:39:08.122200,2019
message,U042S6Y2G,"['think', '~CODESNIPPET', 'created', 'later', 'stage', 'doesn’t', 'necessarily', 'exist', 'yet']",,2019-01-09 16:39:45.123000,2019-01-09,16:39:45.123000,2019
message,U042S6Y2G,"['well,', 'wait,', 'maybe', 'that’s', 'specific', 'issue,', 'it’s', 'thing', 'happen', 'add', 'aliases', 'manually']",,2019-01-09 16:40:27.123500,2019-01-09,16:40:27.123500,2019
message,U042J5BN6,"['that’s', 'fair,', 'manually', 'add', 'field', 'derived', 'field', 'list']",,2019-01-09 16:45:22.124100,2019-01-09,16:45:22.124100,2019
message,U042J5BN6,"['it’s', 'field', 'name,', 'no?']",,2019-01-09 16:45:46.124700,2019-01-09,16:45:46.124700,2019
message,U042J5BN6,"['actual', 'field', 'definition.']",,2019-01-09 16:45:53.125000,2019-01-09,16:45:53.125000,2019
message,U042S6Y2G,"['guess', 'it’s', 'unrelated,', 'maybe', 'technically', 'bug', '~CODESNIPPET', 'considered', 'user-facing', 'function']",,2019-01-09 16:45:58.125200,2019-01-09,16:45:58.125200,2019
message,U042FH0RB,['it’s'],,2019-01-09 17:42:43.126300,2019-01-09,17:42:43.126300,2019
message,U042FH0RB,"['least', 'imo', ':slightly_smiling_face:']",,2019-01-09 17:43:17.126700,2019-01-09,17:43:17.126700,2019
message,U042S6Y2G,"['fair', 'enough']",,2019-01-09 17:53:26.126900,2019-01-09,17:53:26.126900,2019
message,U046K2QNK,"['related', 'halo', 'finding:', ""i'm"", 'bit', 'trouble', 'understanding', 'worked', 'halo', 'analysis', 'example', '(~HYPERLINK)', 'access', 'one', 'default', 'quantities.', 'say,', '~CODESNIPPET']",,2018-08-16 11:00:45.000100,2018-08-16,11:00:45.000100,2018
message,U046K2QNK,"['see:', '~CODESNIPPET`', '[10]:', 'hc.quantities', 'out[10]:', ""['particle_identifier',"", ""'particle_mass',"", ""'particle_position_x',"", ""'particle_position_y',"", ""'particle_position_z',"", ""'virial_radius']"", '~CODESNIPPET`']",,2018-08-16 11:00:56.000100,2018-08-16,11:00:56.000100,2018
message,U046K2QNK,"['though', 'appearas', 'list,', 'dict', 'quantities']",,2018-08-16 11:01:34.000100,2018-08-16,11:01:34.000100,2018
message,U046K2QNK,"['relatedly:', 'possible', 'find', 'particle', ""id's"", 'given', 'halo?']",,2018-08-16 11:02:45.000100,2018-08-16,11:02:45.000100,2018
message,U042S6Y2G,"['~USER,', 'each', 'halo', 'being', 'processed', 'halo', 'catalog', 'dictionary', 'called', '~CODESNIPPET', 'those', 'keys']",,2018-08-16 12:14:18.000100,2018-08-16,12:14:18.000100,2018
message,U046K2QNK,"['after', '~CODEBLOCK', 'something', 'like:', '~CODESNIPPET`', 'halo', '=', 'hc.halo_list[0]', 'print', ""halo['quantities']"", '~CODESNIPPET`']",,2018-08-16 12:15:11.000100,2018-08-16,12:15:11.000100,2018
message,U046K2QNK,['?'],,2018-08-16 12:15:12.000100,2018-08-16,12:15:12.000100,2018
message,U042S6Y2G,"['write', 'halo', 'callback', 'function:', '~CODESNIPPET`', 'def', 'some_callback(halo):', ""halo.quantities['particle_mass']"", '~CODESNIPPET`']",,2018-08-16 12:15:28.000100,2018-08-16,12:15:28.000100,2018
message,U042S6Y2G,"['example', 'work']",,2018-08-16 12:15:39.000100,2018-08-16,12:15:39.000100,2018
message,U042S6Y2G,"['new', 'catalog', 'saved', 'disk', 'save', 'those', 'quantities', 'fields']",,2018-08-16 12:16:04.000100,2018-08-16,12:16:04.000100,2018
message,U042S6Y2G,"['getting', 'member', 'particles,', 'they', 'exposed', 'user', 'moment,', 'they', 'far', 'under', 'hood']",,2018-08-16 12:17:25.000100,2018-08-16,12:17:25.000100,2018
message,U046K2QNK,"['thanks', '~USER!', 'know', 'off', 'hand', 'where', 'halo_analysis', 'codes', 'these', 'are?', 'try', 'see', 'find', 'these']",,2018-08-16 12:19:00.000100,2018-08-16,12:19:00.000100,2018
message,U046K2QNK,"['ideally', ""i'd"", 'love', 'these', 'track', 'halos', 'snapshot', 'snapshot', '(i..e', 'follow', 'growth', 'individual', 'halo)...but', 'match', 'particle', 'ids', '(i', 'think?)', 'make', ""i'm"", 'connecting', 'halos']",,2018-08-16 12:19:38.000100,2018-08-16,12:19:38.000100,2018
message,U046K2QNK,"['though', 'maybe', ""there's"", 'functionality', 'described', ""i'm"", 'seeing', 'it?']",,2018-08-16 12:19:51.000100,2018-08-16,12:19:51.000100,2018
message,U042S6Y2G,"['we’re', 'back']",,2018-08-16 14:45:01.000100,2018-08-16,14:45:01.000100,2018
message,U042S6Y2G,"['~USER,', 'place', 'look', '~CODESNIPPET', 'instances', '‘particle_index’']",,2018-08-16 14:46:22.000100,2018-08-16,14:46:22.000100,2018
message,U042S6Y2G,"['another', 'thing', 'work', 'run', 'yt’s', 'rockstar', 'using', 'gas', 'particles.', 'consistent-trees', 'track', 'objects']",,2018-08-16 14:47:35.000100,2018-08-16,14:47:35.000100,2018
message,U042S6Y2G,"['load', 'ytree', '(~HYPERLINK)']",,2018-08-16 14:48:00.000200,2018-08-16,14:48:00.000200,2018
message,U046K2QNK,"['those', 'good', 'ideas', '--', 'thanks!']",,2018-08-16 14:51:36.000100,2018-08-16,14:51:36.000100,2018
message,U046K2QNK,"['whoops', '-', 'sorry', 'posting', 'dm', 'someone', 'else', '<#c1ycpsx08|help>']",,2018-08-16 19:50:41.000100,2018-08-16,19:50:41.000100,2018
message,U043BNA00,"['~USER', 'joined', 'channel']",,2018-07-25 14:59:26.000237,2018-07-25,14:59:26.000237,2018
message,U043BNA00,"['tried', 'make', 'sliceplot', 'field', 'zeros.', ""here's"", 'get:']",,2018-07-25 19:18:37.000189,2018-07-25,19:18:37.000189,2018
message,U043BNA00,[],text,2018-07-25 19:18:49.000098,2018-07-25,19:18:49.000098,2018
message,U043BNA00,"['thought', 'used', 'detect', 'switch', 'linear', 'scaling?']",,2018-07-25 19:19:25.000243,2018-07-25,19:19:25.000243,2018
message,U042FH0RB,['should?'],,2018-07-25 19:19:30.000134,2018-07-25,19:19:30.000134,2018
message,U043BNA00,"['point', 'roughly', 'where', 'codebase', 'happens?']",,2018-07-25 19:20:01.000033,2018-07-25,19:20:01.000033,2018
message,U042FH0RB,['~HYPERLINK'],,2018-07-25 19:20:13.000025,2018-07-25,19:20:13.000025,2018
message,U043BNA00,"['well', 'then:']",,2018-07-25 19:23:01.000202,2018-07-25,19:23:01.000202,2018
message,U043BNA00,[],javascript,2018-07-25 19:23:08.000129,2018-07-25,19:23:08.000129,2018
message,U042FH0RB,"['guess', 'check', 'dynamic', 'range', 'tiny', 'instead', 'zero']",,2018-07-25 19:24:11.000181,2018-07-25,19:24:11.000181,2018
message,U042FH0RB,"['value', 'tiny', 'require', 'thinking', 'more', 'than', 'you’d', 'floating', 'point', 'math']",,2018-07-25 19:24:27.000179,2018-07-25,19:24:27.000179,2018
message,U043BNA00,['~CODESNIPPET?'],,2018-07-25 19:25:31.000021,2018-07-25,19:25:31.000021,2018
message,U042FH0RB,"['maybe', 'even', 'more', 'generous', 'than', 'don’t', 'colorbar', 'choice', 'switch', 'randomly', 'someone', 'making', 'movie,', 'dynamic', 'range', '0.1', 'smaller', 'probably', 'shouldn’t', 'using', 'log', 'scale', 'colorbar', 'anyway']",,2018-07-25 19:26:00.000055,2018-07-25,19:26:00.000055,2018
message,U042FH0RB,"['guess', 'make', 'arbitrary', 'choice', 'produce', 'weird', 'behavior', 'where', 'scaling', 'changes', 'someone', 'making', 'movie']",,2018-07-25 19:26:37.000189,2018-07-25,19:26:37.000189,2018
message,U042FH0RB,"['fix', 'issue', 'least', ':slightly_smiling_face:']",,2018-07-25 19:27:11.000046,2018-07-25,19:27:11.000046,2018
message,U042FH0RB,"['i’m', 'thinking', 'loud']",,2018-07-25 19:27:14.000127,2018-07-25,19:27:14.000127,2018
message,U042FH0RB,"['eventually', 'make', 'you’re', 'plotting', 'field', 'zero', 'automatically', 'choose', 'diverging', 'colormap', 'centered', 'zero']",,2018-07-25 19:27:39.000109,2018-07-25,19:27:39.000109,2018
message,U042FH0RB,"['require', 'metadata', 'field', 'system', 'work', 'nicely', 'think']",,2018-07-25 19:28:07.000052,2018-07-25,19:28:07.000052,2018
message,U043BNA00,"[""isn't"", 'only', 'checking', 'eps', 'colorbar', 'switch', 'making', 'movie', 'frames', 'dynamic', 'range', 'round-off', 'level', 'tiny']",,2018-07-25 19:29:24.000085,2018-07-25,19:29:24.000085,2018
message,U042FH0RB,"['i’m', 'spitballing', 'chose', 'much', 'larger', 'cutoff', 'lead', 'people', 'average', 'nicer', 'plots']",,2018-07-25 19:29:51.000149,2018-07-25,19:29:51.000149,2018
message,U042FH0RB,"['agree', 'movie', 'thing', 'isn’t', 'issue', 'make', 'cutoff', 'tiny']",,2018-07-25 19:30:08.000147,2018-07-25,19:30:08.000147,2018
message,U042FH0RB,"['i’m', 'eps', 'answer', 'though']",,2018-07-25 19:30:16.000022,2018-07-25,19:30:16.000022,2018
message,U042FH0RB,"['matters', 'ratio', 'between', 'min', 'max', 'values', 'array']",,2018-07-25 19:30:33.000032,2018-07-25,19:30:33.000032,2018
message,U042FH0RB,"['floating', 'point', 'numbers', 'don’t', 'even', 'spacing', 'across', 'range', 'floating', 'point', 'numbers,', 'appropriate', 'ratio', 'choose', 'depends', 'min', 'max']",,2018-07-25 19:30:49.000174,2018-07-25,19:30:49.000174,2018
message,U042FH0RB,"['np.nextafter()', 'useful']",,2018-07-25 19:30:56.000003,2018-07-25,19:30:56.000003,2018
message,U043BNA00,"['looks', 'case,', 'actually', 'representable', 'number', 'between', '0', 'nanmax:', '~CODESNIPPET:', '4.94065645841e-324', 'dimensionless']",,2018-07-25 19:33:11.000012,2018-07-25,19:33:11.000012,2018
message,U042FH0RB,"['argues', 'choosing', 'arbitrary', 'still', 'small', 'cutoff']",,2018-07-25 19:33:46.000113,2018-07-25,19:33:46.000113,2018
message,U042FH0RB,"['10^-6', '?']",,2018-07-25 19:33:51.000163,2018-07-25,19:33:51.000163,2018
message,U042FH0RB,"['even', '0.1', 'controversial', ':slightly_smiling_face:']",,2018-07-25 19:34:22.000212,2018-07-25,19:34:22.000212,2018
message,U042FH0RB,"['guess', 'another', 'deal', 'either', 'min', 'max', 'zero,', 'linear', 'scaling']",,2018-07-25 19:35:54.000048,2018-07-25,19:35:54.000048,2018
message,U042FH0RB,"['zero', 'negative']",,2018-07-25 19:35:58.000078,2018-07-25,19:35:58.000078,2018
message,U042FH0RB,"['unconditionally', 'avoid', 'error', 'you’re', 'hitting', 'wouldn’t', 'make', 'arbitrary', 'guesses', 'people’s', 'data']",,2018-07-25 19:36:21.000002,2018-07-25,19:36:21.000002,2018
message,U043BNA00,"[""doesn't"", 'symlog', 'scaling', 'still', 'possible', 'make', 'sense', 'case?']",,2018-07-25 19:37:22.000165,2018-07-25,19:37:22.000165,2018
message,U042FH0RB,"['think', 'only', 'symlog', 'negative', 'values?']",,2018-07-25 19:37:42.000152,2018-07-25,19:37:42.000152,2018
message,U042FH0RB,"['guess', 'min', 'zero', 'max', 'greater', 'than', 'zero,', 'log', 'scaling']",,2018-07-25 19:38:03.000232,2018-07-25,19:38:03.000232,2018
message,U042FH0RB,"['other', 'cases', 'where', 'min', 'max', '&lt;=', '0,', 'symlog', 'scaling']",,2018-07-25 19:38:25.000051,2018-07-25,19:38:25.000051,2018
message,U042FH0RB,['sorry'],,2018-07-25 19:38:27.000134,2018-07-25,19:38:27.000134,2018
message,U042FH0RB,"['first', 'one', 'linear', 'scaling']",,2018-07-25 19:38:40.000182,2018-07-25,19:38:40.000182,2018
message,U042FH0RB,"['symlog', 'extra', 'parameter', 'care', 'avoid', 'unless']",,2018-07-25 19:38:56.000038,2018-07-25,19:38:56.000038,2018
message,U042FH0RB,['(linthresh)'],,2018-07-25 19:39:01.000157,2018-07-25,19:39:01.000157,2018
message,U043BNA00,"['fixes', 'issue,', 'min', '0.0', 'max', '10^8?', ""isn't"", 'appropriate', 'thing', 'log-scale,', 'after', 'masking', 'resulting', 'inf', 'pixels?']",,2018-07-25 19:44:47.000214,2018-07-25,19:44:47.000214,2018
message,U043BNA00,"['thought', 'yt', 'relied', 'stuff']",,2018-07-25 19:44:56.000019,2018-07-25,19:44:56.000019,2018
message,U043BNA00,"['phaseplots', 'where', 'cells', '0', 'stuff', 'them']",,2018-07-25 19:45:06.000130,2018-07-25,19:45:06.000130,2018
message,U042FH0RB,"['that’s', 'true']",,2018-07-25 20:25:29.000180,2018-07-25,20:25:29.000180,2018
message,U042FH0RB,"['guess', 'check', 'max', 'greater', 'than', '1', 'one-sided', 'symlog', 'scaling', 'linthresh', 'set', '1?']",,2018-07-25 20:26:36.000075,2018-07-25,20:26:36.000075,2018
message,U042FH0RB,"['it’s', 'less', 'than', 'one', 'linear', 'scaling']",,2018-07-25 20:26:47.000091,2018-07-25,20:26:47.000091,2018
message,U042FH0RB,"['symlog', 'scaling', 'threshold', 'always', 'set', 'one,', 'maybe', 'works', 'cases']",,2018-07-25 20:26:59.000144,2018-07-25,20:26:59.000144,2018
message,U042FH0RB,"['~USER', 'version', 'now?', 'stable', 'release', 'dev', 'version?']",,2018-05-18 10:59:18.000072,2018-05-18,10:59:18.000072,2018
message,U042FH0RB,['conda?'],,2018-05-18 10:59:25.000150,2018-05-18,10:59:25.000150,2018
message,U44SW7J11,"['~USER', 'joined', 'channel']",,2018-05-18 12:09:12.000559,2018-05-18,12:09:12.000559,2018
message,U5T7V4URG,"['~USER', 'sorry', 'away', 'while.', 'condo', ""i'm"", 'dev', 'version']",,2018-05-18 12:36:53.000234,2018-05-18,12:36:53.000234,2018
message,U042FH0RB,"['version', 'back', 'to?']",,2018-05-18 12:37:35.000248,2018-05-18,12:37:35.000248,2018
message,U5T7V4URG,"['one', 'year', 'ago,', ""don't"", 'remember', 'number', 'though']",,2018-05-18 12:38:59.000654,2018-05-18,12:38:59.000654,2018
message,U042FH0RB,"['guess', 'easiest', 'thing', 'put', 'back', 'last', 'stable', 'release']",,2018-05-18 12:40:45.000329,2018-05-18,12:40:45.000329,2018
message,U042FH0RB,"['came', 'last', 'august', 'iirc']",,2018-05-18 12:40:50.000525,2018-05-18,12:40:50.000525,2018
message,U042FH0RB,"['~CODESNIPPET`', 'pip', 'uninstall', 'yt', 'conda', 'install', 'yt', '~CODESNIPPET`']",,2018-05-18 12:41:00.000499,2018-05-18,12:41:00.000499,2018
message,U5T7V4URG,"['hmmm,', 'earlier', 'version?', 'one', 'june', 'july', 'last', 'year']",,2018-05-18 12:49:01.000046,2018-05-18,12:49:01.000046,2018
message,U0860SXLK,"['~USER', '~CODESNIPPET', 'example', 'install', 'version']",,2018-05-18 13:08:24.000428,2018-05-18,13:08:24.000428,2018
message,U042HLT7U,"['~USER', 'think', 'running,', 'though,', 'latest', 'version.', 'know', ""you're"", 'campus', 'most', 'time', '--', 'wanted', 'come', 'office', 'ncsa', 'afternoon', 'issues', ""you're"", 'having.']",,2018-05-18 13:09:12.000510,2018-05-18,13:09:12.000510,2018
message,U5T7V4URG,"['thank', 'you!']",,2018-05-18 13:24:53.000181,2018-05-18,13:24:53.000181,2018
message,U8JQ8NWQ7,"['~USER', 'joined', 'channel']",,2018-05-18 14:43:00.000458,2018-05-18,14:43:00.000458,2018
message,UA068E10D,"['~USER', 'joined', 'channel']",,2018-05-18 16:07:20.000567,2018-05-18,16:07:20.000567,2018
message,U1TMQQB38,"['hi,', 'idea', 'why', '~CODESNIPPET', '~CODESNIPPET', 'instead', '~CODESNIPPET?', 'loading', 'very', 'large', '(&gt;2^32)', 'gizmo', 'snapshot.', 'value', '~CODESNIPPET', 'correct.']",python,2019-04-26 05:50:18.004300,2019-04-26,05:50:18.004300,2019
message,U042FH0RB,"[""it's"", 'python', 'float', 'think']",,2019-04-26 08:48:18.005200,2019-04-26,08:48:18.005200,2019
message,U042FH0RB,"['64', 'bits']",,2019-04-26 08:48:23.005400,2019-04-26,08:48:23.005400,2019
message,U042FH0RB,"['give', 'more', 'detail', 'going', 'wrong', 'exactly?']",,2019-04-26 08:49:38.005800,2019-04-26,08:49:38.005800,2019
message,U042FH0RB,"['probably', 'though,', 'why', 'offhand', ""it's"", 'coming', 'float']",,2019-04-26 08:50:36.006200,2019-04-26,08:50:36.006200,2019
message,U1TMQQB38,"[""don't"", 'know', 'track', 'why', '~CODESNIPPET', 'float', 'instead', 'int64']",,2019-04-26 08:51:55.007000,2019-04-26,08:51:55.007000,2019
message,U042FH0RB,"['right,', ""i'm"", 'asking']",,2019-04-26 08:52:04.007300,2019-04-26,08:52:04.007300,2019
message,U042FH0RB,"[""i'm"", 'saying', ""don't"", 'know', 'why', ""it's"", 'coming', 'offhand']",,2019-04-26 08:52:12.007600,2019-04-26,08:52:12.007600,2019
message,U1TMQQB38,"['think', 'related', 'large', 'number', 'particles', 'simulation.', 'same', 'gizmo', 'format', 'smaller', 'particle', 'number', 'totally', 'fine...']",,2019-04-26 08:53:33.008800,2019-04-26,08:53:33.008800,2019
message,U042FH0RB,"[""i'd"", 'probably', 'mess', 'raw', 'output', 'file']",,2019-04-26 08:53:53.009100,2019-04-26,08:53:53.009100,2019
message,U042FH0RB,"['yt', 'version', 'this?']",,2019-04-26 08:53:59.009400,2019-04-26,08:53:59.009400,2019
message,U042FH0RB,"['quick', 'hack', 'say', '~CODESNIPPET']",,2019-04-26 08:54:26.009800,2019-04-26,08:54:26.009800,2019
message,U042FH0RB,"[""that'll"", 'paper', 'over', 'error']",,2019-04-26 08:54:31.010000,2019-04-26,08:54:31.010000,2019
message,U042FH0RB,"['think', ""you're"", 'yt', '3.x']",,2019-04-26 08:55:06.010400,2019-04-26,08:55:06.010400,2019
