year,text
2018,thanks
2018,hi shea unfortunately the last code example wont work as the codesnippet argument coming into the field function isnt the node itself but the dictlike object containing its field you could accomplish that in the following waycodesnippetaadd_analysis_fieldmmp_uidfor node in list_of_nodes nodemmp_uid nodeancestorscodesnippetyou could also similarly create a field that stores the uid of the root node codesnippet which would allow you to select all the nodes from a given tree in yt by the common root_uidhowever it looks like youre setting the progenitor of a given node as the ancestor with the greatest vmax if thats true you could also accomplish this by doingcodesnippeta ytreeloadaset_selectormax_field_value vmaxcodesnippetthen a given nodes progenitor line would becodesnippetnode a0progenitors nodeprogcodesnippettheres more information on that here hyperlinkthat might still be too slow for you since nodeprog will return the full line of most massive progenitors back to the first snapshot and maybe you only want a given nodes immediate progenitor if thats the case i can probably accommodate that with a small amount of developmentof course let me know if ive completely missed the boat on what youre trying to do ill be back in the us next week and we can have a lower latency conversation
2018,user has joined the channel
2019,user has joined the channel
2016,user has joined the channel
2016,hi guys i want to use the sz package in yt to produce some mock images my simulation gas is sph particles i used the load_particles to read in the gas particle information but i am not quite sure if it is ok does this sz package require gas information in field instead of particle
2016,if so how can i load the basic gas particle information and let yt generate these required field information of gas
2020,hi everyone im using codesnippet to compute mergertrees for all halos created by the gadget fof halo finder halo catalogs were created in ytcodesnippetdata_ds ytloadsnapshot_000hc halocatalogdata_dsdata_ds finder_methodfofoutput_dirgroups_000hccreatecodesnippet
2020,but when i make merger tree in the next codecodesnippetimport ytfrom treefarm import treefarmts ytdatasetseriesgroups_0h5my_tree treefarmtsmy_treetrace_descendentsgroupfilenameall_haloscodesnippet
2020,i got this errorcodesnippettypeerror traceback most recent call lastltipythoninput179fa3a89e6df6gt in ltmodulegt 4 ts ytdatasetserieshomegroups_0h5 5 my_tree treefarmtsgt 6 my_treetrace_descendentsgroupfilenameall_halosmyfilelibtreefarmtreefarmtreefarmpy in trace_descendentsself halo_type fields filename 367 368 if ds1 is nonegt 369 ds1 self_load_dsfn1 index_ptypehalo_type 370 ds2 self_load_dsfn2 index_ptypehalo_type 371 myfilelibtreefarmtreefarmtreefarmpy in _load_dsself filename kwargs 186 load a catalog as a yt dataset and call setup function 187 gt 188 ds yt_loadfilename kwargs 189 if selfsetup_function is not none 190 selfsetup_functiondsmyfilelibtreefarmtreefarmutilitiesiopy in yt_loadfilename kwargs 13 if level gt 10 and level lt 40 14 ytloggersetlevel40gt 15 ds _yt_loadfilename kwargs 16 ytloggersetlevellevel 17 return dsanaconda3libpython37sitepackagesytconveniencepy in loadargs kwargs 84 candidates find_lowest_subclassescandidates 85 if lencandidates 1gt 86 return candidates0args kwargs 87 if lencandidates 0 88 if ytcfggetyt enzo_db typeerror __init__ got an unexpected keyword argument index_ptypecodesnippet
2020,its seems like there is no group type in the catalogs does anyone knows whats wrong with this
2019,hi user im happy to help out with this im at a workshop now but ill send you a message when i have time to look at this
2019,hi user is it that youd like to save a 2d array of density vs temperature profile for each halo i dont think thats supported yet but one solution may be to save the profiles with yts codesnippet command and then have the analysis field be the path for that file if its saving the full profile in the tree file youre keen on then we can chat about how to possibly implement that
2019,yes i want to save densityradius and temperatureradius profiles for halos right now i am saving these profiles in a dictionary with treenodes as keys but it would be simpler if they are saved in the same file as the arbori noticed that the derived fields can be added in xyz vector forms similarly if analytic vector fields with predefined size can be implemented that would be great if its not going to be too complicated to do that i am interested in doing that
2020,user has joined the channel
2019,user has joined the channel
2019,can we have 2d plots in volume rendering i want to visualize the several orthogonal crosssections of 3d data
2019,user you have to manually composite it but it has been done i think your best bet wouldbe to save the pngs and then composite in something like graphics magick or with pilpillow
2018,sorry for being persistent here but ive noticed another thing by inspecting only the fields of the rockstar_ds again the halo_catalog object played a role in its creation i find again something that looks like a discrepancy for example the number of subhalos in a spesific halo found by the rockstar is 1785 then if i compare the fields particle_velocity and particle_bulkvel i find something strange that is 1486 items seem to match in these fields while in the rest i find differences v v_bulk even at the order of 10 these differences make it hard for me to rely on the outputs because i dont fully understand them i hope that im not annoying you and that there is a meaning to my questions i you believe that they are not relevant to this thread please tell and i will stop
2018,hi there were glad to help out would you be able to post the script youre using somewhere so i could take a look the easiest would probably be to do codesnippet and then post the link here
2018,user has joined the channel
2018,hi all i recently did a system update on my imac and as a consequence i am now receiving an error when attempting to create a sliceplot of an enzo output ive already completely reinstalled anaconda yt h5py python the works and i have tried multiple versions as well here is the error hyperlink
2018,i am however able to load the same data file on a different computer with the same version and build of anaconda yt and h5py
2018,interesting
2018,the exact same dataset
2018,can you only reproduce it on that one system
2018,it might be an issue with the filesystem on the computer where its crashing
2018,ive never seen something like this error before
2018,interestingly this is in the traceback anaconda3libpython37sitepackagesytfrontendsenzoiopy in _read_obj_fieldself obj field fid_data 159 return datat 160 raisegt 161 dgreadh5pyh5sall h5pyh5sall data 162 i dont know why but on some installations of h5py this works but 163 on others nope doesnt seem to be a version thing
2018,that comment refers to a commented out line below the line thats failing for you
2018,any chance you can share the dataset thats dying for you
2018,also what yt and h5py versions are you using
2018,errno14 happens when you try to fopen a file outside of your usable address space
2018,possibly also it might actually be the dataset itself since the computer on which i thought i had fixed the issue just threw this error im running yt 341 and h5py 280
2018,codesnippet is also pretty suspicious slightly_smiling_face
2018,thats a lot of bytes wink
2018,you can share datasets using the codesnippet command line helper
2018,codesnippet
2018,yes im very confused by the error message the datafiles are not gigantic on the order of a few tens of mb however i am accessing them over via sshfs
2018,thatll print out a url once its finished uploading you can share
2018,its getting pretty late ill poke at this tomorrow if you can share the file
2018,might be an enzo issue especially if you produced this file with a modified version of enzo
2018,might be a yt issue and youve hit some corner case in the enzo io routines
2018,might just be a corrupt file
2018,might be a filesystem issue
2018,hard to say slightly_smiling_face
2018,good night
2018,ah yes 18446744073709551615 is 264 1 slightly_smiling_face
2018,i should try to memorize that one
2018,ok i think i may have discovered the issue i found a previous commit in which things were plotting nicely which existed only on the branch for my laptop go figure so yt does not play well with writeghostzones 1 parameter in enzo which was floating around some of my parameter files pastrebecca likely thought about inspecting the ghost zones and then promptly forgot about it my apologies for spamming the help channel
2018,ah yes in principle that should at least fail with a much less crappy error message though
2018,i think we even have support for that although its definitely not tested so im not surprised its broken
2018,if you can make a bug report about this we can at least make the error message less crappy or maybe even add support for reading in the data
2018,user has joined the channel
2018,when i try to get the divergence of a field in my nonperiodic dataset that i load via load_uniform_grid i get an out of bounds regardless of what sort of region i try and specify is this just because the streamdataset will always have to use the whole gridthere isnt any chunking
2018,example script and error hyperlink hyperlink
2018,just set codesnippet
2018,as a hack
2018,whats happening is that your field is selecting data outside the domain to fill in ghost zones
2018,cool that works
2018,i guess im surprised that was happening even with a smaller region though does it compute the quantity for the whole domain even if im just asking for part
2018,no it should work with a sufficiently small region
2018,it seems like any size of region will break in my script except one that doesnt contain any data
2018,but this doesnt really matter i can just change the periodicity i suppose it doesnt effect anything else
2018,that sounds vaguely like a bug i can try to take a look i guess
2018,oh i think i know whats happening
2018,you only have one grid
2018,so its getting the data for the entire grid
2018,it doesnt matter if you only select a subset of that grid yt still treats it as a single chunk
2018,okay cool thats what i figured
2018,hi i have an enzo data that outputs some extra field f which is supposed to be a kind of density field however yt reads f as a dimensionless field is there a simple way to add unit to my field f thanks
2018,not for the field f itself thats something we want to make easier in yt 40 though
2018,what you can do now is define an alias field that attaches the correct units
2018,for example heres an alias of density that we force to have units of codesnippet even though thats wrong its just for illustration
2018,codesnippetdef my_density_aliasfield data dens datagas density strip units without copying dens densviewnpndarray return datadsarrdens ergdsadd_fieldgas density_alias functionmy_density_alias unitserg sampling_typecellcodesnippet
2018,for your field you could skip the stripping units part since its already getting returned as dimensionless
2018,it works thank you user
2020,in yt4x are there any methods for plotting the voronoi mesh over eg a projection plot of arepo data something likehyperlink
2020,no weve talked about that for slices where it makes more sense i think but i dont think it really makes sense to do that for projections
2020,but we dont do it for slices either
2020,i think john has thought about it a little
2020,oh yeah a slice would make more sense youre right
2020,it works in projections of amr data because theres symmetries along the coordinate axes not so much for voronoi meshes
2019,other quick question is there a way to mute yt avoiding the nonerror messages like codesnippet or codesnippet
2019,you can set that using codesnippet the various amounts of logging can be found here hyperlink
2019,perfect thank you very much
2019,hi all is it possible to use the volume rendering functionality if i interpolated particle data onto a grid and then loaded it into yt or has volume rendering been implemented for particle data yet
2020,user has joined the channel
2020,this message was deleted
2020,user projections and slices are fundamentally different operations so its not inconceivable that they give very different views the projection samples data all along the line of sight so for example youll get a full view of that angled disk the slice is sampling data at a single distance along the line of sight so in the example above much of that disk is in the foreground or background and wont be seen this is also why adding the data_source doesnt change much in the slice example the same grids are being sampled because your sphere intersects the plane of the sliceone thing worth trying is to make slices and projections that are perfectly face on with the disk you can do this by computing the angular momentum vector for the sphere then using that to make offaxis slices and projections have a look here for more infohyperlinkhyperlink
2020,the necessary bits of the codesnippet package were pulled into the yt source at some point from a conda environment you should just be able to docodesnippetconda install numpy cythoncd ytpip install e codesnippet
2020,thanks so much ive done this already but the issue is that particle plots cant be done off axis so im trying to keep it consistent between projections of the amr grid the gas distribution and the stars and this off axis slice thing was becoming issue with the amr grid picture as a projection makes no sense and neither did the slice
2020,is it not possible to turn on minor colorbar ticks for off axis slice plots
2020,doesnt this produce the expected result codesnippet
2020,
2020,noop
2020,ok this is a bug
2020,which version of yt are you running
2020,351
2020,any reason not to upgrade to 36
2020,im running on a shared cluster so i would need to ask the guy who runs it wasnt aware there was an update available as well
2020,will ask him now and let you know tomorrow if this is still a bug
2020,ill check to see if the bug is still there in 36 right now
2020,checked
2020,well in 360 colorbar minorticks are actually _broken_ the class method is here for offaxissliceplot but its actually impossible to have colorbar minorticksthis is a bug i recently fixed on the master branch however not in time for the 360 release
2020,since you dont have the possibility to use the master branch youre in a position where no release has this feature in a stable state sorry about that id recommend updating to 36 nonetheless because a lot of _other_ bugs were fixed in the mean time but its up to you
2020,no problem thank you so much anyway
2020,thanks
2018,
2018,ive reproduced my heisenbug
2018,this throws a notimplementederror on my end can anyone confirm
2018,yup i can hit that too
2018,i bet i know whats happening
2018,thanks for the report ill try to take a look this afternoon
2018,hyperlink
2018,hyperlink
2018,fixed i think
2018,have some more cleanups to do though
2018,thanks again for the report
2018,oo nice
2020,user has joined the channel
2020,if you need to sample the field at the location of many or all particles you can instead use the mesh sampling method see hyperlink that should be available in yt 36
2020,thank you all
2020,user has joined the channel
2020,hey thanks a lot for your response i figured out the sources of the errors codesnippet folder was empty could be a git clone error im not sure why these files were missing but i copied the files from an older version of yt40 from february i had downloaded and it installed properlyare there any concerns about simply copying the build files from an older version 4 months old
2020,well i can think of one itll be virtually impossible to reproduce your environment if you ever need assistance with a bugerror that we cant reproduce straighforwardly seems like a very unlikely situation though that being said the actual codesnippet release is on its way so the days of installing from source will soon be over i would recommend you stay tuned for when that happens slightly_smiling_face
2020,congratz for figuring it out btw
2018,user has joined the channel
2018,user has joined the channel
2019,
2019,codesnippetplot phaseplotds density temperature mass weight_fieldnoneplotset_logdensity trueplotset_logtemperature trueplotsavephasepdf mpl_kwargsbbox_inchestightcodesnippet
2019,this seems like a plain phaseplot almost straight from the example in the docs but somethings going wrong with the colorbar and some other labels on the right any ideas
2019,user ahhh recent matplotlib had a strange change
2019,and user fixed it in a recent yt
2019,ill update thatll probably do it
2019,i get the impression that recent matplotlib had a strange change but user fixed it in a recent yt is a significant fraction of yt development
2019,i like to think folks are also doing some fun things with data handling indexing and whatnot like the sph overhaul but point taken slightly_smiling_face
2019,wow youre not kidding seriously is
2019,sorry did not check in earlierdid you solve your problem sounds like you have a function codesnippet which gives you the intersection point i would just add this function as a new field
2019,user has joined the channel
2020,quick question how does one change the unit displayed for a given fields colormap eg in a sliceplot frm codesnippet to codesnippet for instance
2020,codesnippetp ytsliceplotpset_unitltfieldgt ltunitsgtcodesnippet
2020,i believe
2020,perfect thanks
2019,ive never seen this before you should file an issue
2019,wed need more details about your mac setup probably
2019,eg where did gcc come from xcodehomebrewmacports
2019,also how are you building yt exactly
2019,i found a way to get around this so i closed the issue users solution almost worked though codesnippet only applies for osx not macos so you have to run codesnippet first thanks for your help
2019,im suspicious of the fact that you had to hack around anything here people shouldnt have to do that
2019,unfortunately apple has made development on macs increasingly difficult for several years now
2019,probably this is something that cython upstream needs to handle
2019,we cant do much about it
2019,well beyond dropping c code but thats a big ask ewahboolarray wraps a c library
2019,the whole c stdlib situation on macs is a huge headache
2019,hyperlink
2019,rkingery in that issue is also using anaconda so that might have something to do with it too
2019,i dont use conda on macs partially because of headaches like this
2019,so it might also be an issue that needs to be fixed in conda or some conda package
2019,if someone can reproduce the issue and dive and debug that would be great it looks like plenty of other people are hitting the issue outside of yt
2020,hello again world is it possible to make a profile plot of a subset of dataive been able to make profiles with codesnippet but i get a blank screen and profilex is an empty array if i try using dsdisk
2020,actually i managed to select the subregion i wanted with cut_regions slightly_smiling_face
2020,i cannot recall is there a good way to effectively remove a derived field from a dataset i can remove it from codesnippet and from codesnippet but if i redefine a derived field with the same name and a different definition it just remembers the old one
2020,this is a sort of way of manually overriding a derived field definition in trident we removed the codesnippet keyword when adding new fields because of recursion errors in field definitions that were causing all sorts of problems
2020,i just figured if we manually deleted the references to an existing derived field we could add a new one without problems but im having problems actually achieving this any ideas on how to make this happen
2020,i think codesnippet is the way to do it
2020,if thats not working then its a yt bug
2020,i cannot use codesnippet and was instead trying to figure out if there was a way to just remove references to the existing field
2020,i dont think theres an api to do that
2020,i dont even need an api to do it im just looking to do it
2020,right well the issues youre running into would need to be fixed presumably by adding an api that does what you need it to do
2020,you may be the first person to try to do this
2020,nathan i know what im doing is weird and novel i dont need an api im just asking where fields are formally defined for a dataset and if it is possible for me to go into the code and remove references to that field so that i can achieve my goal here effectively removing a derived field from a dataset
2020,ok well im sorry i dont know offhand
2020,you could look at what codesnippet does i think it is doing most of what you need to do
2020,but if thats buggy it would be nice to get a bug report about it
2020,yeah ive been looking at it a bit ill continue poking
2020,i think you might run into issues later messing with yt internals
2020,eg if we change something in yt in the future that might break trident
2020,it would be less brittle if there were a public tested api that trident could use
2020,its not buggy as far as i know as i said the issue is on the trident side because ion fields are generated dependent on each other and we were running into recursion loops when we allowed codesnippet to work
2020,i think what you need it he contents of the codesnippet dict
2020,but yts field system is very complicated
2020,im not trying to make a hardcoded solution here yet im just looking for a way to remove a derived field from a dataset if i come up with a solution i will consider adding it into the yt api or discussing it here to see if it passes muster just wanted to see if others had ideas of a solution before i deepdive
2020,so just removing an entry from that dict might not be sufficient
2020,right that is what i found was true
2020,removing it from the dict and from codesnippet doesnt seem sufficient there is some memory of the field beyond that
2020,ill see what i can find thanks for the discussion
2020,if you can make a short script that demonstrates the issue i can try poking around
2020,here is a short script demonstrating the issue
2020,hyperlink
2020,ill keep digging to see if i can make headway on this manual override
2020,this is with yt40 right
2020,yup
2020,oh i guess trident isnt even needed for this script
2020,im still compiling but i bet if you did codesnippet youd get the right answer in the second field access
2020,oh i will give it a shot
2020,yeah that does it
2020,the codesnippet caches on data objects are just plain old dicts
2020,it would probably be better if they were keyed on more than the field name eg some sort of hash of the field definition itself too
2020,unfortunately cache invalidation is hard confused
2020,oh interesting so the codesnippet call wipes the cache for an object
2020,thats super helpful
2020,thanks nathan
2020,one wrinkle for you is that trident doesnt necessarily control all of the data objects that a user might create
2020,thats true
2020,i think this will work in a pinch but i dont imagine there is a datasetwide version of that codesnippet command right
2020,its just object by object
2020,because if there were a dataset wide solution it might be worth me making an api for this based on what i wrote in the script for removing a derived field from a dataset
2020,for me to do this not you
2020,no there isnt i dont think there could be either given how its written
2020,theres no way to go from a dataset to all of the data objects that depend on that dataset
2020,ok
2020,thanks for the help nathan
2020,much appreciated
2020,user i synthesized this into hyperlink
2020,thanks user ill comment on it there
2019,user has joined the channel
2019,where are the keyword arguments for ytload documented im loading amrex data and id like to suppress the verbosity with just a simple ytload call i get messages like this codesnippetyt info 20190219 084055701 parameters current_time 125yt info 20190219 084055701 parameters domain_dimensions 50 200 20yt info 20190219 084055702 parameters domain_left_edge 0 0 02yt info 20190219 084055702 parameters domain_right_edge 05 2 0 codesnippet
2019,that doesnt get suppressed via keyword arguments to ytload you can suppress it via the yt config file though
2019,hyperlink
2019,in particular the suppressstreamlogging option
2019,you can also do it inside a script
2019,hyperlink
2019,to answer your specific question load passes keyword arguments to the codesnippet method of the codesnippet subclass that ultimately gets loaded
2019,hyperlink
2019,user has joined the channel
2019,actually this doesnt work i tried it with other frontends maybe theres a typo
2019,i think you need to make an offaxissliceplot to do that at the moment
2019,i didnt actually try it this has come up on the mailing list before many times can you try searching
2019,sliceplot makes a bunch of assumptions about your data and how you want it displayed if you want to make very custom plots then you can always get the image buffer from the plot and then plot that image however you wish
2019,ah the reason it didnt work is because the code was wrong for what you were trying to do you actually want
2019,codesnippetdscoordinatesx_axis2 1dscoordinatesx_axisz 1dscoordinatesy_axis2 0dscoordinatesy_axisz 0codesnippet
2019,slices of 2d simulations are always slice through z so the keys to the dictionary you want to change are the keys for slices through z
2019,i dont actually know for sure if its possible to do what youre trying to do with offaxissliceplot youll need to try
2019,how would i do this getting the image buffer
2019,ill try
2019,plotfrbgas density
2019,or whatever field youre plotting
2019,you can create the fixedresolutionbuffer directly without going through the plot first as well
2019,this is just the api if you already have a plot
2019,sorry i wasnt aware there was an archive for the mailing list will try to search there first from now on
2019,and thanks for the update
2019,hyperlink
2019,err hyperlink
2019,theres one for ytdev as well
2019,nice ill subscribe to some of them then partyparrot
2020,thanks for the headsup with this i thought i had removed all the extern code we dont need it anymore since python2 support has been dropped if youd like to issue a pr to remove the bits that use codesnippet i think its just codesnippet that would be awesome
2020,hi im yajieim trying to plot surface density radial profile i found ytcreate_profile creates a radial profile but not for the surface density and yt projectionplot calculates the surface density but plot in countour is there a way to realise this can i somehow get the integrated density value from projectionplot
2020,not straightforwardly no although its straightforward to calculate from the projectionplot image
2020,codesnippetplot projectionplotimage plotfrbplotted_fieldcodesnippet
2020,frb is a fixedresolutionbuffer object which you can create and customize separately from the projectionplot see the yt docs for details
2020,thats helpful thanks
2020,user dunno if youre still around but whats the output of codesnippet on your machine
2020,hi its long but i send you the output
2020,ivy bridge from 2013
2020,cool thank you slightly_smiling_face
2020,one of the condaforge maintainers was also able to reproduce it hopefully therell be a fix soon
2020,if you happen to have a server with newer cpus available itll probably work there you can also downgrade gmp to 612 with conda and it should work
2020,yes the same version of yt properly works on a newer cluster my machine is bit old
2020,its likely a bug in the c compiler that condaforge uses but also its a bug in gmp for the compiler to produce incorrect code like this fun bug
2020,user has joined the channel
2020,it gets clear how can i downgrade gmp to 612
2020,codesnippet i think
2020,thank you i try this
2020,by downgrading gmp i successfully import yt thank you so much
2019,i know ive done this before but i cant seem to figure it out or find it in the documentation at the moment
2019,does anyone know offhand how to specify the dpi of a plot youre saving
2019,i have a 4000 by 4000 frb id like to get a png with that resolution i guess i need to specify the figure size and the dpi
2019,i think its codesnippet or codesnippet
2019,i think that one gets the frb to be 4000 by 4000 but it looks like the image still gets saved at lower resolution
2019,i think i have to pass the right figure size and dpi to matplotlib
2019,right yes
2019,looks like codesnippet accepts a dict called codesnippet
2019,so i think you could do codesnippet
2019,or whatever the matplotlib kwarg to codesnippet is
2019,thanks user that helps a lot
2019,no prob
2019,yes thats exactly right
2019,we should have a doc page explaining this point because it comes up a lot
2019,its really a matplotlib thing confused
2019,if i want to overwrite an alias field do i simply have to remove it from the codesnippet and codesnippet itself before adding a new one or are there other little corners that its storedcodesnippetfield_infofield_aliasespopftype fieldfield_infopopftype fieldcodesnippet
2019,does force_override not work
2019,codesnippet doesnt seem to have a force_override
2019,hyperlink
2019,sorry a little more context about what youre doing
2019,youre doing this in a frontend
2019,force_override is an argument to add_field
2019,in trident we add new field for different ion species sometimes we add neutral ion species in which case we need to alias codesnippet to codesnippet
2019,but it sounds like youre not writing a derived field
2019,which is all fine and good most of the time
2019,but we allow the user to codesnippet the native fields sometimes eg h i number density
2019,ah ok i guess if the alias already exists calling alias again should replace it
2019,yeah it doesnt seem to
2019,youre probably the first person who has tried
2019,yeah i realize this is a niche corner case
2019,slightly_smiling_face
2019,feel free to send in a pr to patch alias
2019,well thats just it when i patch alias it doesnt seem to fix my problem i guess im patching it wrong
2019,if i had it working id pr it
2019,ah i see
2019,i dont know offhand where else to look
2019,id look at how the field aliases are implemented and poke around in a debugger
2019,well in the codesnippet object are there any other locations where a field or alias field gets stored
2019,besides just codesnippet
2019,you mean a codesnippet
2019,yeah
2019,looks at the code
2019,i only saw it being stored in codesnippet and codesnippet
2019,yes i think thats right
2019,so i figured if i popped those id be golden
2019,ok just making sure i wasnt missing something
2019,can you push what you have somewhere
2019,sure
2019,actually i cant look at this immediately
2019,so that wont actually help
2019,thats ok
2019,this conversation has been helpful that im not just missing something obvious
2019,ill keep poking at it and let you know if i figure it out
2019,and pr it if i do
2019,could it be the other call to codesnippet in add_field
2019,on line 266 of field_info_containerpy
2019,codesnippet if ftype name not in self tuple_name ftype name selftuple_name derivedfieldtuple_name sampling_type function kwargs selfaliasname tuple_name else selfname derivedfieldname sampling_type function kwargscodesnippet
2019,oh
2019,thats possible
2019,good call
2019,thanks ill try that
2019,grumbles about getting rid of string field names
2019,yeah
2019,i wish wed get rid of codesnippet and just have codesnippet
2019,that would make my life much easier
2019,and be less confusing to the uninitiated
2019,probably worth having a discussion about that
2019,we can at least deprecate h_number_density
2019,if people agree
2019,yeah that would be great
2019,i think the issue is the following
2019,when you call codesnippet it doesnt automatically add to codesnippet
2019,i saw this a long time ago and cant remember quite why
2019,i think because the codesnippet is created at later stage and so doesnt necessarily exist yet
2019,well wait maybe thats not this specific issue but its a thing that does happen when you add aliases manually
2019,yeah thats fair but we manually add the field to the derived field list
2019,its just a field name no
2019,not the actual field definition
2019,yeah i guess its unrelated but maybe this is technically a bug if codesnippet is to be considered a userfacing function
2019,its not
2019,at least imo slightly_smiling_face
2019,ok fair enough
2018,related to halo finding im having a bit of trouble understanding from the worked halo analysis example hyperlink how to access one of the default quantities say codesnippet
2018,i seecodesnippetin 10 hcquantitiesout10particle_identifier particle_mass particle_position_x particle_position_y particle_position_z virial_radiuscodesnippet
2018,though this appearas to be a list not a dict of quantities
2018,relatedly is it possible to find out what the particle ids are that go into a given halo
2018,user each halo being processed by the halo catalog will have a dictionary called codesnippet with those keys
2018,so after codeblock something likecodesnippethalo hchalo_list0print haloquantitiescodesnippet
2018,
2018,so if you write some halo callback functioncodesnippetdef some_callbackhalo haloquantitiesparticle_masscodesnippet
2018,yeah your example should also work
2018,the new catalog saved to disk will also save all those quantities as fields
2018,as for getting the member particles they are not exposed to the user at the moment but they are also not far under the hood
2018,thanks user do you know off hand where in the halo_analysis codes these are i might try to see if i can find these
2018,ideally id love to to use these to track halos from snapshot to snapshot ie follow the growth of an individual halobut would need to match particle ids i think to make sure im connecting the right halos
2018,though maybe theres some functionality for what i just described and im not seeing it
2018,and were back
2018,user the place to look is codesnippet for instances of particle_index
2018,another thing that could work would be to run yts rockstar using just the gas particles you could then use consistenttrees as a way to track objects
2018,and load it with ytree hyperlink
2018,oh those are good ideas thanks
2018,whoops sorry all for posting a dm to someone else in c1ycpsx08help
2018,user has joined the channel
2018,i tried to make a sliceplot of a field that is all zeros heres what i get
2018,
2018,i thought it used to detect this and switch to linear scaling
2018,it should
2018,can you point me to roughly where in the codebase that happens
2018,hyperlink
2018,ah well then
2018,
2018,i guess we could check if the dynamic range is tiny instead of zero
2018,for some value of tiny that might require thinking more than youd like about floating point math
2018,codesnippet
2018,maybe even more generous than that we dont want the colorbar choice to switch randomly when someone is making a movie but if the dynamic range is like 01 or smaller we probably shouldnt be using a log scale colorbar anyway
2018,but i guess if we make an arbitrary choice then we might produce weird behavior where the scaling changes as someone is making a movie
2018,but yeah that would fix your issue at least slightly_smiling_face
2018,im just thinking out loud
2018,i also eventually want to make it so that if youre plotting a field that goes through zero we automatically choose a diverging colormap centered at zero
2018,but that would require metadata in the field system to work nicely i think
2018,isnt the only way checking on eps will cause the colorbar to switch when making a movie is if in some of the frames the dynamic range is roundoff level tiny
2018,yeah im just spitballing that if we chose a much larger cutoff that it might lead people to on average get nicer plots
2018,i agree with you the movie thing isnt an issue if you make the cutoff really tiny
2018,im not sure eps is the right answer though
2018,because what matters is the ratio between the min and max values in the array
2018,and floating point numbers dont have even spacing across the range of floating point numbers so the appropriate ratio to choose depends on the min and max
2018,npnextafter might be useful here
2018,it looks like in this case there actually is a representable number in between 0 and my nanmax codesnippet494065645841e324 dimensionless
2018,yeah so that argues for choosing an arbitrary but still small cutoff
2018,106
2018,i might even go with 01 but that might be controversial slightly_smiling_face
2018,i guess another way to deal with this is if either the min or max is zero go with linear scaling
2018,zero or negative
2018,that would unconditionally avoid the error youre hitting and we wouldnt need to make arbitrary guesses about peoples data
2018,but doesnt a symlog scaling still possible make sense in that case
2018,i think we only go with symlog if there are negative values
2018,so i guess if the min is zero but the max is greater than zero use log scaling
2018,all other cases where the min or max is lt 0 use symlog scaling
2018,sorry
2018,the first one should use linear scaling
2018,symlog has an extra parameter that you need to care about so we avoid it unless we need to use it
2018,linthresh
2018,that fixes my issue but what if the min is 00 and the max is 108 isnt that an appropriate thing to logscale after masking out the resulting inf pixels
2018,i thought yt relied on that stuff a lot
2018,like in phaseplots where some of the cells have 0 stuff in them
2018,ah yeah thats true
2018,i guess we could check if the max is greater than 1 and use a onesided symlog scaling with the linthresh set to 1
2018,and if its less than one use linear scaling
2018,or just use symlog scaling with the threshold always set to one maybe that works in all cases
2018,user what version are you on right now a stable release or the dev version
2018,and do you use conda
2018,user has joined the channel
2018,user sorry that i was away for a while i do use condo and im on a dev version
2018,what version do you want to go back to
2018,the one in use about a year ago i dont remember the number though
2018,ok i guess the easiest thing to do is put you back on the last stable release
2018,which came out last august iirc
2018,codesnippetpip uninstall ytconda install ytcodesnippet
2018,hmmm any earlier version like the one on june or july last year
2018,user you can do codesnippet for example to install any version
2018,user i think we can get you up and running though with the latest version i know youre on campus most of the time if you wanted to come by my office at ncsa this afternoon we could go through the issues youre having
2018,thank you
2018,user has joined the channel
2018,user has joined the channel
2019,hi any idea of why the codesnippet is in codesnippet instead of codesnippet i am loading a very large gt232 gizmo snapshot the value of the codesnippet is correct
2019,its a python float i think
2019,which are 64 bits
2019,can you give more detail about what is going wrong exactly
2019,it should probably be an int though not sure why offhand its coming out as a float
2019,i dont know how to track why the codesnippet is float instead of int64
2019,right im not asking you to do that
2019,im just saying i dont know why its coming out that way offhand
2019,i think it is related to the large number of particles in the simulation the same gizmo format with smaller particle number is totally fine
2019,id probably need to mess with the raw output file
2019,what yt version is this
2019,a quick hack might be to just say codesnippet
2019,thatll paper over the error
2019,i think youre on yt 3x
2019,in which case switching to the yt40 branch might also be a good idea
2019,particularly for a very big particle dataset
2019,yes i can do that but that should be something roots in the loading part which may cause other issues version is 351
2019,so in yt 40 we completely redid the particle indexing system
2019,specifically to better support very large datasets
2019,which is why i think it might be impactful here
2019,all right i will try that
2019,it looks like youre using python27 though youll need to use python3 we dropped support for python27 in the yt40 branch
2019,anyway good luck
2018,user has joined the channel
2018,user has joined the channel
2018,hello i hope this is the appropriate place is it possible to set the background of a 3d volume rendering scene i am trying to use the background command in saving an image like codesnippetim screnderimwrite_pngblue_bgpng background0011 sigma_clip3codesnippet yet the png still has a black background is this the proper technique also in the cookbook here hyperlink it doesnt appear to have any effect either
2018,yeah there is a bug tracking that
2018,it used to work in the old volume rendering infrastructure and unfortunately it wasnt noticed when we made a big change
2018,im not sure what the ultimate fix is
2018,hyperlink
2018,hmm okay thanks for the quick answer its unfortunate that it is broken and i hope it gets fixed i tried the modifications made in one of the posts on that thread but it didnt seem to fix it for me even with grey opacity did that require a different branch of code
